0,91715,0
1,91716,0
2,91727,0
3,91731,0
4,91734,0
5,91736,0
6,91738,0
7,91754,0
8,91756,0
9,91769,0
10,91770,0
11,91775,0
12,91777,0
13,91799,0
14,91801,0
15,91809,0
16,91811,0
17,91818,0
18,91828,0
19,91829,0
20,91839,0
21,91842,0
22,91853,0
23,91854,0
24,91857,0
25,91860,0
26,91865,0
27,91877,0
28,91889,0
29,91895,0
30,91904,0
31,91916,0
32,91920,0
33,91921,0
34,91929,0
35,91930,0
36,91931,0
37,91936,0
38,91941,0
39,91950,0
40,91956,0
41,91962,0
42,91966,0
43,91967,0
44,91971,0
45,91976,0
46,91994,0
47,91997,0
48,92008,0
49,92011,0
50,92012,0
51,92013,0
52,92014,0
53,92018,0
54,92029,0
55,92035,0
56,92036,0
57,92037,0
58,92051,0
59,92054,0
60,92059,0
61,92081,0
62,92083,0
63,92085,0
64,92091,0
65,92098,0
66,92104,0
67,92105,0
68,92107,0
69,92121,0
70,92127,0
71,92134,0
72,92136,0
73,92137,0
74,92154,0
75,92161,0
76,92166,0
77,92179,0
78,92182,0
79,92185,0
80,92189,0
81,92191,0
82,92200,0
83,92203,0
84,92215,0
85,92218,0
86,92219,0
87,92222,0
88,92224,0
89,92234,0
90,92235,0
91,92245,0
92,92247,0
93,92256,0
94,92257,0
95,92263,0
96,92274,0
97,92294,0
98,92300,0
99,92301,0
100,92302,0
101,92303,0
102,92306,0
103,92307,0
104,92309,0
105,92312,0
106,92319,0
107,92329,0
108,92345,0
109,92348,0
110,92349,0
111,92352,0
112,92353,0
113,92355,0
114,92357,0
115,92359,0
116,92362,0
117,92363,0
118,92368,0
119,92376,0
120,92380,0
121,92383,0
122,92389,0
123,92394,0
124,92396,0
125,92400,0
126,92402,0
127,92407,0
128,92412,0
129,92425,0
130,92426,0
131,92427,0
132,92428,0
133,92432,0
134,92442,0
135,92447,0
136,92448,0
137,92449,0
138,92450,0
139,92453,0
140,92465,0
141,92466,0
142,92474,0
143,92485,0
144,92486,0
145,92489,0
146,92503,0
147,92514,0
148,92515,0
149,92520,0
150,92551,0
151,92554,0
152,92564,0
153,92567,0
154,92578,0
155,92582,0
156,92584,0
157,92590,0
158,92604,0
159,92609,0
160,92610,0
161,92612,0
162,92617,0
163,92622,0
164,92628,0
165,92629,0
166,92633,0
167,92634,0
168,92635,0
169,92637,0
170,92638,0
171,92643,0
172,92646,0
173,92657,0
174,92662,0
175,92676,0
176,92679,0
177,92680,0
178,92682,0
179,92684,0
180,92686,0
181,92689,0
182,92693,0
183,92700,0
184,92729,0
185,92733,0
186,92734,0
187,92737,0
188,92747,0
189,92748,0
190,92749,0
191,92753,0
192,92766,0
193,92786,0
194,92789,0
195,92795,0
196,92814,0
197,92820,0
198,92821,0
199,92829,0
200,92834,0
201,92847,0
202,92848,0
203,92851,0
204,92853,0
205,92855,0
206,92860,0
207,92861,0
208,92868,0
209,92872,0
210,92876,0
211,92887,0
212,92888,0
213,92899,0
214,92901,0
215,92909,0
216,92912,0
217,92913,0
218,92914,0
219,92928,0
220,92932,0
221,92936,0
222,92939,0
223,92943,0
224,92944,0
225,92954,0
226,92955,0
227,92960,0
228,92966,0
229,92968,0
230,92975,0
231,92979,0
232,92987,0
233,93001,0
234,93005,0
235,93006,0
236,93009,0
237,93013,0
238,93016,0
239,93021,0
240,93036,0
241,93046,0
242,93055,0
243,93059,0
244,93061,0
245,93064,0
246,93066,0
247,93068,0
248,93076,0
249,93079,0
250,93082,0
251,93088,0
252,93100,0
253,93105,0
254,93112,0
255,93113,0
256,93115,0
257,93127,0
258,93131,0
259,93147,0
